kind,address,name,confidence,evidence,notes
function,0x80068D18,ModelDriver_SharedGouraudTriTiledSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, NCLIP on the stored points (a quad is kept if either triangle faces the viewer), AVSZ3, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x80068FD8,ModelDriver_SharedGouraudQuadTiledSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, NCLIP on the stored points (a quad is kept if either triangle faces the viewer), AVSZ4, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x8006930C,ModelDriver_SharedGouraudTriBothSidedSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, AVSZ3, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x800695A4,ModelDriver_SharedGouraudQuadBothSidedSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, AVSZ4, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x8006988C,ModelDriver_SharedGouraudTriTiledBothSidedSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, AVSZ3, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x80069B40,ModelDriver_SharedGouraudQuadTiledBothSidedSemiTrans,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine issues no RTPS/RTPT: it reads screen xy and SZ from the eight-byte results at scratch+0x1C, drops a polygon with a -1 result, AVSZ4, and takes colours from the slots at scratch+0x24 (+4 when D_8009AFE0 is set); draws nothing when D_8009AFE4 is 1.",Shared-vertex HMD polygon driver; consumes ModelDriver_SharedPreCalc's output.
function,0x80067220,ModelDriver_SharedPreCalc,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine: RTPS over primitive word 1 vertices from scratch+0x18 into eight-byte results at scratch+0x1C (SXY2; IR0 << 16 | SZ3; -1 kept when FLAG is negative and the mode is not 1), then, unless D_8009AFE4 is 0, NCCS over word 4 normals from scratch+0x20 into scratch+0x24; returns the primitive pointer + 0x1C.",Shared-vertex pre-calculation driver.
function,0x80069E44,ModelDriver_OutlineFlatTri,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 5-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (RTPT); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x80069F94,ModelDriver_OutlineGouraudTri,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (RTPT); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A0E8,ModelDriver_OutlineFlatQuad,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (RTPT + RTPS); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A268,ModelDriver_OutlineGouraudQuad,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 7-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (RTPT + RTPS); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A3F0,ModelDriver_OutlineFlatTriTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 5-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (RTPT); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A540,ModelDriver_OutlineGouraudTriTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (RTPT); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A694,ModelDriver_OutlineFlatQuadTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (RTPT + RTPS); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A814,ModelDriver_OutlineGouraudQuadTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 7-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (RTPT + RTPS); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006A99C,ModelDriver_OutlineSharedGouraudTri,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (screen points from the shared results); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006AAFC,ModelDriver_OutlineSharedGouraudQuad,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 7-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (screen points from the shared results); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006AC88,ModelDriver_OutlineSharedGouraudTriTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 6-word records records but emits the draw-mode word D_8009AFD4 and one closed polyline v0 v1 v2 v0 from D_8009AFD0 terminated by 0x55555555 (screen points from the shared results); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
function,0x8006ADE8,ModelDriver_OutlineSharedGouraudQuadTiled,high,"Hand-written GTE assembly read in full for the four shapes and by diff for the variants (notes/pc-build.md); the native port in src/pc/overrides/model_polygon_drivers.c is that reading and draws the Library's Ryu-Kishin model. This routine walks 7-word records records but emits the draw-mode word D_8009AFD4 and two three-point polylines (v0 v1 v3, v3 v2 v0) from D_8009AFCC terminated by 0x55555555 (screen points from the shared results); no lighting, no culling; skipped when D_8009AFE4 is 1. Not yet seen running.",Wireframe form of the polygon drivers.
global,0x8009AFAC,gModelDriver_dwFlatTriTemplate,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): colour and GPU code word written to GTE RGBC by the flat-triangle drivers.,See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFB0,gModelDriver_dwFlatQuadTemplate,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): as above for flat quads.,See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFB4,gModelDriver_dwGouraudTriTemplate,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): as above for Gouraud triangles; ModelDriver_SharedPreCalc uses its low 24 bits.,See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFB8,gModelDriver_dwGouraudQuadTemplate,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): as above for Gouraud quads.,See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFD8,gModelDriver_dwTexturePageBits,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): ORed into every polygon's tpage word.,See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFDC,gModelDriver_dwSecondPassClut,high,"Read by the model polygon drivers (0x800612C0-0x8006ADE8): when set and the template is translucent, each polygon is drawn a second time with this CLUT, blend mode 2 and the template colour.",See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFE0,gModelDriver_pColourCache,high,"Read by the model polygon drivers (0x800612C0-0x8006ADE8): word-per-normal colour cache: filled when lighting runs, read when D_8009AFE4 is 0.",See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFE4,gModelDriver_bLightingMode,high,"Read by the model polygon drivers (0x800612C0-0x8006ADE8): 0 cached colours, 1 fill the cache and draw nothing, otherwise light every polygon.",See src/pc/overrides/model_polygon_drivers.c.
global,0x8009AFE5,gModelDriver_bSemiTransOverride,high,Read by the model polygon drivers (0x800612C0-0x8006ADE8): read only by the SemiTrans bank: non-zero keeps D_8009AFD8 as the blend bits and disables the second pass.,See src/pc/overrides/model_polygon_drivers.c.
field,0x800F2848+0x00,ViewState.distance,high,"The orbit radius ViewState_ApplyOrbit multiplies by rcos/rsin before ViewState_ApplyViewpointOffset. Watched live in the duel (MEMORIES_TRACE_MODS): 600 while the field is played from above, tweening to 334 as the camera flies in to pick a zone, and duel_phase_entry walks it 0x4B0 -> 0x258.","view_state.h calls it field_00. Measured in the port's Mods > 3D Monsters pass, which reads the same camera."
field,0x800F2848+0x04,ViewState.pitch,high,"The second orbit angle in ViewState_ApplyOrbit, in the game's 4096-unit turn. Watched live in the duel: 256 (22.5 degrees above the mat) for the view the duel is played from, tweening to 1022 (level with the mat) for the zone picker, the card-use view and the guardian-star presentation. func_800178BC sets that 0x3FE itself.","view_state.h calls it field_04. Mods > 3D Monsters draws only below 512, which is what tells the two cameras apart."
field,0x800F2C40+0xDFE,ModelSlot.stance,high,"Model_LoadMonsterMerge copies its p4 argument here and then passes it as FileTransferDescriptor.position, which func_80056D7C reads as its `alternate` selector: phases 4 and 6 upload one of two texture sets and phases 7-10 copy one of two variant modules from it. func_800559D4 also compares field_BF5 with field_DFE + 3.","model.h calls it field_DFE, 'the fourth property'. The port loads a defending monster with 1 and an attacking one with 0 (src/pc/mods/field_models.c)."
field,0x800F2C40+0xE1D,ModelSlot.quiet_load,high,"Set from bit 0x80 of Model_LoadMonsterMerge's slot argument. func_80056D7C skips the sequence-bank sector (phase 13) and the 50-sector voice block (phase 14) when it is set and leaves the three control-module command words at field_CF8+0x10 as -1; func_80056828 then skips the sound bank, and both module dispatchers skip a negative command.","model.h calls it field_E1D. The port's field models load with it set, which is why they need no per-monster module (src/pc/mods/field_models.c)."
routine,0x80015EF4,Duel_DrawFieldCard,high,"Draws one field card: four corners through RotTransSV and RotColorDpq, then GsSortPoly into D_800E9D90[2] at (sum of the four depths)/4 >> 2 -- a sixteenth of the distance, where a model's primitives sort at a quarter of theirs. The port quarters the GTE Z factors for its field models to put the two on one scale.",Already named in the tree as func_80015EF4; the depth scale is what the port measured.
global,0x8009B229,gDuel_bBattleUse3DPresentation,high,"DuelScene_UpdateFieldActions (0x8001D670) clears it at the attack-target step and sets it to 1 only when the confirming press is the game's 0x80 bit (Square: the pad word the game reads is byte-swapped relative to the raw pad, so 0xC0 there is Cross|Square); DuelScene_UpdateBattle (0x8001F55C) then takes state 5, which fills D_800EF658's two AnimatedBattleModelProperties and starts the model scene, instead of state 7, the card clash with effect 2. Reproduced in the PC port from slot1.state: Square on the target gave the 3D arena battle, Cross the card clash.",Byte flag. Name inferred from the behaviour; the flag is verified.
global,0x80095168,gPsyq_adwCatanTable,high,"catan (0x80086CF0) runs twelve CORDIC steps reading one word per step from here (lui 0x8009, addiu 20840) and adding or subtracting it from the angle accumulator; the values read from the image are 511, 302, 159, 81, 41, 20, 10, 5, 3, 1, 0, 0. The native port in src/pc/sdk/libgte_extra.c reads it in place.",Twelve words: atan(2^-i) in 4096ths of a turn. Name inferred from the routine.
function,0x801462B0,WA_DuelEffectDispatch,high,"The entry the resident DuelEffect_UpdateRequests calls with (id, state, buffer, request) into the WA bank every duel package copies to 0x80146000 (notes/overlays/runtime-loader.md). Its disassembly compares the id against 1..24 in sequence and jumps to one handler each; state < 0 first initializes 21 entries through 0x8015013C. Run whole under the port's interpreter for every id (2026-09-21).",Overlay code with no C source; the name describes the role.
global,0x801D9000,gText_adwGlyphCodeTable,high,"Text_SjisToGlyphCodes (0x8003BC40) scans u32 words from index 1 until a zero word and emits the index whose low halfword equals the Shift-JIS code it was given. Read from the verified SLUS: 91 entries after the unused word 0, the low halves being full-width Latin letters, digits and punctuation (0x8285 'e' first, then by frequency); glyph 0 is the space. Decoding card 1's name through it gives 'Blue-eyes White Dragon' and card 58's 'Kuriboh'; the port's card names (src/pc/cards/cards.c) are encoded through it and drawn by the game.","u32 per glyph code, Shift-JIS in the low half. notes/card-catalog.md already names it gText_adwGlyphCodeTable."
global,0x801B121D,gLibrary_szCountHeading,high,"Entry 0xF8 of the D_801C0000 offset table is 0x121D, and func_8002BFCC (library_runtime.c) builds its heading with TextBox_Create(3, 0xF8, ...). The bytes are glyph '<', F8 03 with the address 0x801D5608 and width byte 0x83 (func_80038148 prints D_801D5608[0].library_count as three zero-padded digits), then '/722>' and 0xFF. The string ends at 0x801B122A, one byte before D_801B122B. The port's replacement for more cards is drawn in its place.",The Library's '<seen/722>' heading. The name is inferred from what it says; the bytes and the lookup are verified.
